total entries,total coronavirus entries
741,36
average stats
avg views,avg comments per view,avg likes per view,average dislikes per view,averages likes per comment,average dislikes per comment
2095017.9770580297,0.004595952561890449,0.056404812326434316,0.001599032269036646,12.272714212531685,0.34792183938010834
average coronavirus stats
avg views,avg comments per view,avg likes per view,average dislikes per view,averages likes per comment,average dislikes per comment
708993.2222222222,0.005862695129980086,0.04356709882354306,0.0010254368518489206,7.431240727622662,0.17490877985538433
